Wall time,Step,Value
1571054317.242891,809,1.3350659608840942
1571054317.3064013,819,1.704967737197876
1571054317.3981113,829,1.4962682723999023
1571054317.492643,839,1.3743135929107666
1571054317.5635395,849,1.444214105606079
1571054317.7291102,859,1.4025177955627441
1571054317.9118252,869,1.539077639579773
1571054318.0187793,879,1.6008806228637695
1571054318.1565642,889,1.4510016441345215
1571054318.369414,899,1.5296056270599365
1571054318.4678433,909,1.357836365699768
1571054318.605866,919,1.4207735061645508
1571054318.7712886,929,1.3715956211090088
1571054318.929719,939,1.43498694896698
1571054319.0788462,949,1.6206130981445312
1571054319.25376,959,1.4824907779693604
1571054319.4117901,969,1.5095078945159912
1571054319.5922425,979,1.4435333013534546
1571054319.7554245,989,1.5098538398742676
1571054319.9140856,999,1.5564378499984741
1571054320.1313899,1009,1.378269076347351
1571054320.2764087,1019,1.4161635637283325
1571054320.422539,1029,1.5992153882980347
1571054320.631705,1039,1.3820244073867798
1571054320.8097994,1049,1.4325278997421265
1571054321.0117896,1059,1.5082210302352905
1571054321.190444,1069,1.2800929546356201
1571054321.3187845,1079,1.464781403541565
1571054321.4657178,1089,1.5132756233215332
1571054321.672984,1099,1.4102768898010254
1571054321.853945,1109,1.5250942707061768
1571054322.0415053,1119,1.3941861391067505
1571054322.098806,1129,1.514614462852478
1571054322.1565092,1139,1.3936998844146729
1571054322.2112215,1149,1.4722996950149536
1571054322.259466,1159,1.3631070852279663
1571054322.307435,1169,1.6192023754119873
1571054323.42555,1179,1.3549669981002808
1571054323.5055544,1189,1.400843620300293
1571054323.666661,1199,1.2750171422958374
1571054323.7199938,1209,1.367138385772705
1571054323.7959032,1219,1.40120267868042
1571054323.8679965,1229,1.4577306509017944
1571054323.9405763,1239,1.499188780784607
1571054324.0570588,1249,1.4046775102615356
1571054324.2397387,1259,1.4946792125701904
1571054324.412311,1269,1.4769840240478516
1571054324.5012639,1279,1.3692712783813477
1571054324.608576,1289,1.4741976261138916
1571054324.7346141,1299,1.3798192739486694
1571054324.884476,1309,1.3431332111358643
1571054325.0404167,1319,1.4053467512130737
1571054325.23542,1329,1.3660411834716797
1571054325.3630166,1339,1.3920495510101318
1571054325.5035596,1349,1.3343364000320435
1571054325.6873283,1359,1.379967212677002
1571054325.8118358,1369,1.3222384452819824
1571054325.959351,1379,1.374060869216919
1571054326.074805,1389,1.28669273853302
1571054326.1844676,1399,1.4695229530334473
1571054326.3397248,1409,1.4923324584960938
1571054326.4734013,1419,1.3638474941253662
1571054326.6449938,1429,1.1682831048965454
1571054326.74374,1439,1.3745814561843872
1571054326.8223588,1449,1.3420637845993042
1571054326.9236522,1459,1.6062848567962646
1571054327.0422616,1469,1.3277842998504639
1571054327.1322331,1479,1.271681785583496
1571054327.2172303,1489,1.3631120920181274
1571054327.3249557,1499,1.3526537418365479
1571054327.3963795,1509,1.5981156826019287
1571054327.449778,1519,1.3387116193771362
1571054327.5013013,1529,1.3132374286651611
1571054327.548885,1539,1.160590648651123
1571054327.5962374,1549,1.1802875995635986
1571054327.6435676,1559,1.248018741607666
1571054329.9944565,1569,1.2271243333816528
1571054330.0825386,1579,1.3430261611938477
1571054330.2450433,1589,1.415675401687622
1571054330.3142226,1599,1.3001575469970703
1571054330.4205189,1609,1.3995461463928223
1571054330.4931672,1619,1.3683030605316162
1571054330.5667582,1629,1.4028992652893066
1571054330.6530316,1639,1.479110598564148
1571054330.840731,1649,1.3589857816696167
1571054330.9736085,1659,1.4392050504684448
1571054331.0893054,1669,1.2370531558990479
1571054331.2985516,1679,1.3952558040618896
1571054331.5257902,1689,1.236083745956421
1571054331.7575877,1699,1.354061484336853
1571054331.9416375,1709,1.3087509870529175
1571054332.0470495,1719,1.2759268283843994
1571054332.2318666,1729,1.2781872749328613
1571054332.4127257,1739,1.3539774417877197
1571054332.6388593,1749,1.299306869506836
1571054332.835895,1759,1.4056105613708496
1571054333.0188396,1769,1.3038017749786377
1571054333.1966534,1779,1.3383320569992065
1571054333.3495245,1789,1.3584043979644775
1571054333.4745638,1799,1.3271095752716064
1571054333.5793178,1809,1.2896499633789062
1571054333.6705992,1819,1.3523060083389282
1571054333.7838488,1829,1.2896769046783447
1571054333.9715364,1839,1.3072404861450195
1571054334.178815,1849,1.1764339208602905
1571054334.3365562,1859,1.3363456726074219
1571054334.4984107,1869,1.3737064599990845
1571054334.5980217,1879,1.2023429870605469
1571054334.7197368,1889,1.4561586380004883
1571054334.822285,1899,1.1212537288665771
1571054334.8748226,1909,1.4140300750732422
1571054334.9283085,1919,1.2662326097488403
1571054334.9781132,1929,1.3857930898666382
1571054335.0254498,1939,1.4267734289169312
1571054335.0728521,1949,1.3391376733779907
1571054336.1694198,1959,1.4594664573669434
1571054336.2775645,1969,1.2181544303894043
1571054336.4408236,1979,1.2245237827301025
1571054336.5038657,1989,1.353726863861084
1571054336.5748684,1999,1.403504729270935
1571054336.6680136,2009,1.1847981214523315
1571054336.7485898,2019,1.3974432945251465
1571054336.8700778,2029,1.213183045387268
1571054337.0311055,2039,1.1603178977966309
1571054337.1286345,2049,1.1581940650939941
1571054337.2193975,2059,1.245772361755371
1571054337.3778956,2069,1.071696162223816
1571054337.5201244,2079,1.3360697031021118
1571054337.629999,2089,1.4446734189987183
1571054337.7319074,2099,1.068428635597229
1571054337.8478792,2109,1.3369389772415161
1571054337.9451747,2119,1.2897148132324219
1571054338.063176,2129,1.1379057168960571
1571054338.238678,2139,1.4146740436553955
1571054338.4117236,2149,1.168053388595581
1571054338.5444815,2159,1.1281828880310059
1571054338.6641493,2169,1.2141401767730713
1571054338.815504,2179,1.1284904479980469
1571054338.9884918,2189,1.2261698246002197
1571054339.0734155,2199,1.3771988153457642
1571054339.1803608,2209,0.9978806972503662
1571054339.2955859,2219,1.089679479598999
1571054339.433731,2229,1.3859552145004272
1571054339.563582,2239,1.3753560781478882
1571054339.7234168,2249,1.2547674179077148
1571054339.8296363,2259,1.2927360534667969
1571054339.9755945,2269,1.2587388753890991
1571054340.1803386,2279,1.2464667558670044
1571054340.3261738,2289,1.3158801794052124
1571054340.4068267,2299,1.238935947418213
1571054340.4613738,2309,1.283405065536499
1571054340.515719,2319,1.2087244987487793
1571054340.5716639,2329,1.266567349433899
1571054340.6216521,2339,1.1631957292556763
1571054343.1587496,2349,1.2306157350540161
1571054343.2477024,2359,1.0832258462905884
1571054343.3987892,2369,1.1600052118301392
1571054343.4947016,2379,1.1971828937530518
1571054343.5744522,2389,1.1882271766662598
1571054343.6591623,2399,1.0066722631454468
1571054343.7235296,2409,1.1407907009124756
1571054343.783206,2419,1.3157155513763428
1571054343.8464453,2429,1.084818959236145
1571054343.950527,2439,1.2331727743148804
1571054344.0447252,2449,1.3477171659469604
1571054344.134439,2459,1.1507971286773682
1571054344.2249255,2469,1.114370346069336
1571054344.330804,2479,1.1058928966522217
1571054344.404958,2489,1.247818112373352
1571054344.4811652,2499,1.3549742698669434
1571054344.5858693,2509,1.1444063186645508
1571054344.7064528,2519,1.4247934818267822
1571054344.8173857,2529,1.1821967363357544
1571054344.9193103,2539,1.3961821794509888
1571054345.0233083,2549,1.104974627494812
1571054345.1026409,2559,1.2929606437683105
1571054345.186569,2569,1.116089105606079
1571054345.2574275,2579,1.3274706602096558
1571054345.3545692,2589,1.1129305362701416
1571054345.441609,2599,1.0315589904785156
1571054345.588847,2609,1.0415288209915161
1571054345.7713065,2619,1.2359756231307983
1571054345.9490402,2629,1.1361896991729736
1571054346.1004872,2639,1.0878610610961914
1571054346.324748,2649,1.1263370513916016
1571054346.4984741,2659,1.0266687870025635
1571054346.7205694,2669,1.4350237846374512
1571054346.9425597,2679,1.2576078176498413
1571054347.0158098,2689,1.270904302597046
1571054347.0690923,2699,1.0943015813827515
1571054347.123639,2709,1.0900044441223145
1571054347.1764233,2719,1.3057763576507568
1571054347.2239933,2729,1.1791965961456299
1571054348.2921045,2739,0.9987018704414368
1571054348.3756404,2749,1.3305189609527588
1571054348.5392823,2759,1.118092656135559
1571054348.6253264,2769,1.2764676809310913
1571054348.7186396,2779,1.1508313417434692
1571054348.8249276,2789,1.0879158973693848
1571054348.906955,2799,1.1933197975158691
1571054348.9830742,2809,1.1699930429458618
1571054349.0551043,2819,1.0373716354370117
1571054349.1447442,2829,1.175077199935913
1571054349.2385778,2839,1.0954089164733887
1571054349.3535738,2849,1.06503427028656
1571054349.5056329,2859,1.3514127731323242
1571054349.6778405,2869,1.0344253778457642
1571054349.823356,2879,0.9232704639434814
1571054349.9232614,2889,1.234864354133606
1571054350.069671,2899,1.2033175230026245
1571054350.2544892,2909,1.1678919792175293
1571054350.4786131,2919,1.1216646432876587
1571054350.615128,2929,1.2337465286254883
1571054350.7746913,2939,1.0712549686431885
1571054350.925709,2949,1.1870837211608887
1571054351.0386665,2959,1.2922804355621338
1571054351.156741,2969,1.0053414106369019
1571054351.2365317,2979,1.1304394006729126
1571054351.3335123,2989,1.0228440761566162
1571054351.434495,2999,1.1879472732543945
1571054351.5222332,3009,1.2418866157531738
1571054351.6343296,3019,1.125884771347046
1571054351.7107108,3029,1.0123305320739746
1571054351.7845356,3039,1.2332079410552979
1571054351.862267,3049,1.2409306764602661
1571054352.0059767,3059,1.3055837154388428
1571054352.1386917,3069,1.0663589239120483
1571054352.2059836,3079,1.0300076007843018
1571054352.2639365,3089,1.1055718660354614
1571054352.3155289,3099,1.0571682453155518
1571054352.3716643,3109,1.1045089960098267
1571054352.4223454,3119,1.164747714996338
1571054354.8607001,3129,0.9588340520858765
1571054354.9905965,3139,1.081071376800537
1571054355.1716115,3149,1.0490946769714355
1571054355.259232,3159,1.1394033432006836
1571054355.3353605,3169,1.2929160594940186
1571054355.4532633,3179,1.131014347076416
1571054355.5225346,3189,1.1100881099700928
1571054355.5904381,3199,1.1339466571807861
1571054355.66743,3209,1.206527590751648
1571054355.764969,3219,1.1852805614471436
1571054355.859621,3229,1.266492486000061
1571054356.0333626,3239,1.2191411256790161
1571054356.1989202,3249,1.1859700679779053
1571054356.375905,3259,1.1963657140731812
1571054356.499198,3269,1.1763321161270142
1571054356.6463084,3279,1.0818281173706055
1571054356.8145742,3289,1.1091431379318237
1571054356.9475133,3299,1.1544430255889893
1571054357.0318112,3309,0.9863319396972656
1571054357.119595,3319,1.0555113554000854
1571054357.2790003,3329,1.1106059551239014
1571054357.411438,3339,1.1037416458129883
1571054357.500658,3349,1.0098460912704468
1571054357.6039693,3359,1.2121877670288086
1571054357.7829032,3369,1.1364413499832153
1571054357.9394653,3379,1.2183982133865356
1571054358.087206,3389,1.1142661571502686
1571054358.2734914,3399,1.0484849214553833
1571054358.4110544,3409,1.1851191520690918
1571054358.5423815,3419,1.0030955076217651
1571054358.7203624,3429,1.1170425415039062
1571054358.9265034,3439,0.8842814564704895
1571054359.115611,3449,1.2496713399887085
1571054359.3178244,3459,1.2268389463424683
1571054359.4261448,3469,0.9935762882232666
1571054359.4778054,3479,1.0703965425491333
1571054359.5274427,3489,1.1734423637390137
1571054359.575693,3499,1.1246460676193237
1571054359.6229732,3509,1.0053237676620483
1571054360.7649224,3519,1.0662721395492554
1571054360.840522,3529,1.0245355367660522
1571054361.005446,3539,1.0627108812332153
1571054361.055933,3549,0.8518089652061462
1571054361.1644065,3559,1.1281098127365112
1571054361.2851975,3569,1.0977504253387451
1571054361.3820648,3579,1.122518539428711
1571054361.494436,3589,0.9804580807685852
1571054361.5953453,3599,1.0924111604690552
1571054361.6972742,3609,1.083938479423523
1571054361.7941606,3619,1.0168721675872803
1571054361.858551,3629,1.090391755104065
1571054361.938269,3639,0.9553921222686768
1571054362.0180695,3649,0.9883755445480347
1571054362.123609,3659,1.136020541191101
1571054362.272697,3669,1.1977205276489258
1571054362.4354293,3679,0.9987429976463318
1571054362.6138299,3689,1.2339202165603638
1571054362.7683933,3699,1.1017627716064453
1571054362.9004548,3709,1.1409662961959839
1571054363.0386214,3719,0.9861530065536499
1571054363.2220645,3729,1.061873435974121
1571054363.4275753,3739,1.0260107517242432
1571054363.5447845,3749,0.9783966541290283
1571054363.6739068,3759,1.0251617431640625
1571054363.8605254,3769,1.129456877708435
1571054363.977245,3779,1.1988518238067627
1571054364.1348348,3789,1.1969455480575562
1571054364.2458832,3799,1.030693769454956
1571054364.4455974,3809,1.0417041778564453
1571054364.591887,3819,0.9919945001602173
1571054364.7684572,3829,0.9957354068756104
1571054364.9405472,3839,1.1627390384674072
1571054365.0852277,3849,0.880059003829956
1571054365.2064629,3859,0.9851049780845642
1571054365.2629876,3869,1.1836272478103638
1571054365.3244934,3879,1.0482239723205566
1571054365.3779354,3889,0.9551877975463867
1571054365.4251022,3899,1.067011833190918
1571054365.4713626,3909,0.9789495468139648
1571054367.9543462,3919,1.0699518918991089
1571054368.045552,3929,1.0103120803833008
1571054368.2269092,3939,1.0387741327285767
1571054368.3026562,3949,0.9700567126274109
1571054368.3911986,3959,1.055713176727295
1571054368.47303,3969,1.0603306293487549
1571054368.5596044,3979,1.2933437824249268
1571054368.6477873,3989,1.0769140720367432
1571054368.819013,3999,0.9337722659111023
1571054368.9721396,4009,0.8467236161231995
1571054369.1552594,4019,1.0846383571624756
1571054369.3385255,4029,1.0344094038009644
1571054369.491515,4039,0.8392357230186462
1571054369.6040454,4049,1.0928059816360474
1571054369.7919526,4059,0.9523264169692993
1571054369.9672956,4069,1.0187159776687622
1571054370.047397,4079,1.0696392059326172
1571054370.1622336,4089,1.0468127727508545
1571054370.3101618,4099,1.077085256576538
1571054370.405015,4109,0.9923771023750305
1571054370.51019,4119,1.104996681213379
1571054370.642195,4129,0.8739866614341736
1571054370.8971684,4139,0.972104012966156
1571054371.1005971,4149,1.1446439027786255
1571054371.2485688,4159,1.1142622232437134
1571054371.4194171,4169,0.9162021279335022
1571054371.5908082,4179,1.0681047439575195
1571054371.7001128,4189,0.7987198233604431
1571054371.7958138,4199,0.9012233018875122
1571054371.9665105,4209,1.1230764389038086
1571054372.0435379,4219,1.057928442955017
1571054372.1399055,4229,1.0711225271224976
1571054372.2714107,4239,0.995297372341156
1571054372.3940754,4249,1.0162463188171387
1571054372.4452069,4259,1.0573333501815796
1571054372.4982402,4269,1.0361669063568115
1571054372.5498853,4279,1.0692771673202515
1571054372.6056287,4289,0.9610198140144348
1571054372.6742487,4299,1.1355235576629639
1571054373.7599418,4309,1.131610631942749
1571054373.8334327,4319,0.8433920741081238
1571054373.954762,4329,0.8845053911209106
1571054374.0286906,4339,0.8221802115440369
1571054374.1128216,4349,1.0355861186981201
1571054374.1865957,4359,1.1145122051239014
1571054374.2454534,4369,0.9671347737312317
1571054374.332908,4379,1.1821681261062622
1571054374.4103885,4389,1.0756043195724487
1571054374.539339,4399,0.9967297911643982
1571054374.677311,4409,0.9894812107086182
1571054374.842104,4419,0.9418596625328064
1571054375.005731,4429,1.1282752752304077
1571054375.1065588,4439,1.0759997367858887
1571054375.2837896,4449,0.9907726049423218
1571054375.463709,4459,0.9467884302139282
1571054375.571563,4469,0.9218107461929321
1571054375.7516518,4479,1.133437156677246
1571054375.8728795,4489,0.9513193368911743
1571054375.9750834,4499,1.0540456771850586
1571054376.0646029,4509,0.9868535399436951
1571054376.2177758,4519,0.9600500464439392
1571054376.4209375,4529,0.9986965656280518
1571054376.6391802,4539,0.9198735356330872
1571054376.7354126,4549,0.8340680599212646
1571054376.9125366,4559,0.9322440028190613
1571054377.0631993,4569,1.032802939414978
1571054377.2449827,4579,0.7956168055534363
1571054377.385989,4589,0.9518792033195496
1571054377.4756992,4599,1.0252915620803833
1571054377.5550792,4609,1.0209863185882568
1571054377.6613088,4619,1.0000277757644653
1571054377.750623,4629,1.0057103633880615
1571054377.8144937,4639,0.9227688312530518
1571054377.8677542,4649,0.9382224678993225
1571054377.9207191,4659,1.2330628633499146
1571054377.9723415,4669,0.897594690322876
1571054378.0206454,4679,0.8161534070968628
1571054378.0680635,4689,0.9596716165542603
1571054380.388818,4699,1.0123165845870972
1571054380.5270472,4709,0.8382757306098938
1571054380.8923151,4719,0.7882276773452759
1571054380.9666278,4729,0.8233222365379333
1571054381.0490587,4739,0.9873789548873901
1571054381.1553674,4749,0.8621464967727661
1571054381.2408023,4759,0.8978586196899414
1571054381.3038108,4769,0.8749196529388428
1571054381.4029255,4779,0.8349952697753906
1571054381.535386,4789,0.9834271669387817
1571054381.7326326,4799,0.9999679327011108
1571054381.9091406,4809,0.9262800216674805
1571054382.1109056,4819,1.2157857418060303
1571054382.1921966,4829,0.9577873349189758
1571054382.3031545,4839,1.053954839706421
1571054382.4327958,4849,1.002352237701416
1571054382.5904808,4859,1.261130928993225
1571054382.7366385,4869,0.9025126099586487
1571054382.9140983,4879,0.9912595748901367
1571054383.0458703,4889,1.0228163003921509
1571054383.2086658,4899,0.8909626007080078
1571054383.4433725,4909,0.9572592377662659
1571054383.6340303,4919,1.0066425800323486
1571054383.8056316,4929,1.1398046016693115
1571054383.9641378,4939,1.1019283533096313
1571054384.1322634,4949,0.9862931966781616
1571054384.318031,4959,0.8822903633117676
1571054384.4946501,4969,1.0715465545654297
1571054384.6573455,4979,0.8047975301742554
1571054384.8640397,4989,0.9124161005020142
1571054385.040871,4999,0.9232829213142395
1571054385.2338789,5009,1.0490695238113403
1571054385.4080179,5019,0.9194037914276123
1571054385.57606,5029,0.8922204971313477
1571054385.629247,5039,0.9833859205245972
1571054385.6836176,5049,1.0534766912460327
1571054385.7348359,5059,0.9692490696907043
1571054385.7843723,5069,1.0976113080978394
1571054385.8321247,5079,0.7901192903518677
1571054387.0416093,5089,1.0298939943313599
1571054387.192518,5099,0.8787133097648621
1571054387.282447,5109,0.9517349004745483
1571054387.3794105,5119,0.8322457075119019
1571054387.4723141,5129,0.8703191876411438
1571054387.5364058,5139,0.9757792353630066
1571054387.637277,5149,0.8357264399528503
1571054387.7099502,5159,0.8493801355361938
1571054387.8232071,5169,1.0651204586029053
1571054387.9070787,5179,0.8881765604019165
1571054388.0466251,5189,0.9067094922065735
1571054388.1457145,5199,0.8265256881713867
1571054388.2611232,5209,0.9142794609069824
1571054388.3234525,5219,0.839629054069519
1571054388.410231,5229,1.0370663404464722
1571054388.4643376,5239,0.9340685606002808
1571054388.5613892,5249,0.8407222628593445
1571054388.6398268,5259,0.7738707661628723
1571054388.784702,5269,0.8953714966773987
1571054388.9335082,5279,1.0138227939605713
1571054389.1337013,5289,1.0246061086654663
1571054389.267446,5299,0.7252495884895325
1571054389.4392772,5309,0.8854166269302368
1571054389.5636463,5319,1.0878852605819702
1571054389.7635317,5329,1.2318660020828247
1571054389.9059744,5339,0.8153442740440369
1571054390.0361354,5349,1.186168909072876
1571054390.1603558,5359,1.0756474733352661
1571054390.2488356,5369,1.0571447610855103
1571054390.3433132,5379,0.9835314154624939
1571054390.558589,5389,0.8964990377426147
1571054390.7400203,5399,0.7330532073974609
1571054390.9075274,5409,0.843960165977478
1571054391.0941026,5419,0.837626576423645
1571054391.1628551,5429,0.7751224040985107
1571054391.2316935,5439,0.9251136183738708
1571054391.2888997,5449,0.9265864491462708
1571054391.3395853,5459,1.0003982782363892
1571054391.387115,5469,1.068493127822876
1571054393.8847673,5479,0.7860420942306519
1571054394.0432093,5489,0.8601568341255188
1571054394.209332,5499,0.8606739044189453
1571054394.3015764,5509,0.9533465504646301
1571054394.3592997,5519,1.0070778131484985
1571054394.4938588,5529,0.9099749326705933
1571054394.6071181,5539,0.9721066355705261
1571054394.734598,5549,0.7899264693260193
1571054394.9273517,5559,1.0120776891708374
1571054395.0795443,5569,1.0263539552688599
1571054395.2625334,5579,0.8423774242401123
1571054395.3932588,5589,1.0052826404571533
1571054395.5327067,5599,0.7541826963424683
1571054395.6636353,5609,0.7604060769081116
1571054395.7660077,5619,0.8472244143486023
1571054395.874401,5629,0.9228248596191406
1571054396.0085325,5639,1.060733675956726
1571054396.196712,5649,0.7582444548606873
1571054396.477066,5659,0.962314248085022
1571054396.625715,5669,0.8082388043403625
1571054396.8051932,5679,0.8748279213905334
1571054396.917238,5689,0.8258161544799805
1571054397.1337192,5699,0.891721785068512
1571054397.3909822,5709,0.8900355100631714
1571054397.7297032,5719,0.7785474061965942
1571054397.8811715,5729,0.8200657367706299
1571054398.045096,5739,0.8149324059486389
1571054398.2593067,5749,0.8223350644111633
1571054398.548335,5759,0.9027218222618103
1571054398.7504098,5769,0.9234582185745239
1571054398.9394283,5779,0.8090030550956726
1571054399.1878114,5789,0.8738823533058167
1571054399.406937,5799,0.9674959182739258
1571054399.6307096,5809,0.9189066290855408
1571054399.8515685,5819,0.9736979603767395
1571054400.0630324,5829,0.9642453193664551
1571054400.2426043,5839,1.0399198532104492
1571054400.380119,5849,0.9650522470474243
1571054400.4938612,5859,0.8604574203491211
1571054401.845172,5869,0.7951557040214539
1571054402.0313852,5879,0.8058804869651794
1571054402.2592232,5889,0.7286783456802368
1571054402.4500477,5899,0.9471184015274048
1571054402.5743058,5909,0.7633213400840759
1571054402.6973372,5919,0.8773480653762817
1571054402.8435585,5929,0.817936897277832
1571054402.9493415,5939,0.9071598052978516
1571054403.114601,5949,0.9780292510986328
1571054403.248643,5959,0.8438419699668884
1571054403.338566,5969,0.9508875608444214
1571054403.5628564,5979,0.8073902130126953
1571054403.8004403,5989,0.852560818195343
1571054404.0289705,5999,0.8878597617149353
1571054404.2844908,6009,0.8803871273994446
1571054404.4815063,6019,0.9037681818008423
1571054404.6738834,6029,0.7965105772018433
1571054404.9494402,6039,0.845973014831543
1571054405.1319811,6049,0.824855387210846
1571054405.328374,6059,0.7635416388511658
1571054405.5694997,6069,0.897849977016449
1571054405.8027267,6079,0.9607710838317871
1571054406.0437186,6089,0.8635080456733704
1571054406.2475147,6099,0.9765982031822205
1571054406.4597,6109,0.7747926712036133
1571054406.6128404,6119,0.8041908740997314
1571054406.784415,6129,0.9763934016227722
1571054407.008562,6139,1.042563557624817
1571054407.2037146,6149,0.8489649295806885
1571054407.3150105,6159,0.8871898055076599
1571054407.4793072,6169,0.8994434475898743
1571054407.5946503,6179,0.7505937814712524
1571054407.7406042,6189,0.9415940046310425
1571054407.828039,6199,0.9043335914611816
1571054407.9050705,6209,0.9219156503677368
1571054407.9716172,6219,0.814985454082489
1571054408.0233223,6229,0.8489367961883545
1571054408.080478,6239,0.7658801078796387
1571054408.13451,6249,0.8516221046447754
1571054411.7853339,6259,1.0341401100158691
1571054411.9857774,6269,0.8632962703704834
1571054412.399253,6279,0.9617243409156799
1571054412.461309,6289,0.8199014663696289
1571054412.5999503,6299,0.9015145897865295
1571054412.7144933,6309,0.8669967651367188
1571054412.8154302,6319,0.8075971603393555
1571054412.9386272,6329,0.7644349336624146
1571054413.0670915,6339,0.8316338658332825
1571054413.1748705,6349,0.7488179802894592
1571054413.325272,6359,0.703712522983551
1571054413.4412901,6369,0.8838756084442139
1571054413.5690029,6379,0.8771243691444397
1571054413.7426827,6389,0.7528513669967651
1571054413.888452,6399,0.9464212656021118
1571054414.0598347,6409,0.8053261637687683
1571054414.181915,6419,0.9896748661994934
1571054414.3731403,6429,0.8599090576171875
1571054414.5755703,6439,0.9811528921127319
1571054414.7516997,6449,0.8895973563194275
1571054414.875724,6459,0.6116312742233276
1571054415.0365102,6469,0.7179768085479736
1571054415.224126,6479,0.8456634879112244
1571054415.4039736,6489,0.7235558032989502
1571054415.5527337,6499,0.7849352359771729
1571054415.6697562,6509,0.8605998754501343
1571054415.8249853,6519,0.8188459277153015
1571054415.9785957,6529,0.782347559928894
1571054416.1298811,6539,0.9094096422195435
1571054416.3237097,6549,0.7872169613838196
1571054416.4502451,6559,0.9084461331367493
1571054416.5885043,6569,0.6937583088874817
1571054416.7364867,6579,0.835533082485199
1571054416.851888,6589,0.8613602519035339
1571054416.9511645,6599,0.8323392271995544
1571054417.0365694,6609,0.9076851010322571
1571054417.109926,6619,0.8717214465141296
1571054417.187885,6629,0.7523050904273987
1571054417.2654057,6639,0.8680535554885864
1571054418.4442892,6649,0.9057102203369141
1571054418.751389,6659,0.779506504535675
1571054419.0506742,6669,0.7798842191696167
1571054419.2490351,6679,0.780901312828064
1571054419.3579571,6689,0.8639072775840759
1571054419.4705145,6699,0.6823782324790955
1571054419.5468857,6709,0.8414217829704285
1571054419.6420405,6719,0.6179957985877991
1571054419.8103023,6729,0.723781168460846
1571054419.974899,6739,0.7841376662254333
1571054420.1418505,6749,0.8946159482002258
1571054420.3017886,6759,0.6655462384223938
1571054420.4600892,6769,0.7708099484443665
1571054420.5831316,6779,0.8011740446090698
1571054420.798681,6789,0.7000401616096497
1571054420.9506173,6799,0.8637625575065613
1571054421.1560504,6809,0.8571754693984985
1571054421.3627043,6819,0.6624453663825989
1571054421.486839,6829,0.836100161075592
